association_id,date,outcome,acted_on
40447859a,2013-01-06T00:00:00.00Z,1,False
41420946a,2013-01-06T00:00:00.00Z,1,True
42115615a,2013-01-06T00:00:00.00Z,1,False
43799028a,2013-01-06T00:00:00.00Z,1,False
44347013a,2013-01-06T00:00:00.00Z,1,False
45536555a,2013-01-06T00:00:00.00Z,1,True
46558957a,2013-01-06T00:00:00.00Z,1,False
47329356a,2013-01-06T00:00:00.00Z,1,True
48925706a,2013-01-06T00:00:00.00Z,1,False
4969459a,2013-01-06T00:00:00.00Z,1,False
50362800a,2013-01-06T00:00:00.00Z,1,True
51137421a,2013-01-06T00:00:00.00Z,1,False
5218624a,2013-01-06T00:00:00.00Z,1,False
53330087a,2013-01-06T00:00:00.00Z,1,True
54797654a,2013-01-06T00:00:00.00Z,1,True
55755067a,2013-01-06T00:00:00.00Z,1,False
56495442a,2013-01-06T00:00:00.00Z,1,True
57870825a,2013-01-06T00:00:00.00Z,1,True
58242329a,2013-01-06T00:00:00.00Z,1,True
59379446a,2013-01-06T00:00:00.00Z,1,True
60468693a,2013-01-06T00:00:00.00Z,1,False
61141097a,2013-01-06T00:00:00.00Z,1,False
6261707a,2013-01-06T00:00:00.00Z,1,False
63439169a,2013-01-06T00:00:00.00Z,1,False
64184518a,2013-01-11T00:00:00.00Z,0,False
65432368a,2013-01-11T00:00:00.00Z,0,False
6636549a,2013-01-11T00:00:00.00Z,0,False
67748086a,2013-01-11T00:00:00.00Z,0,False
68593944a,2013-01-11T00:00:00.00Z,0,True
69975071a,2013-01-11T00:00:00.00Z,0,True
7077087a,2013-01-11T00:00:00.00Z,0,True
71316220a,2013-01-11T00:00:00.00Z,0,True
72648834a,2013-01-11T00:00:00.00Z,0,True
73971904a,2013-01-11T00:00:00.00Z,0,False
74185489a,2013-01-11T00:00:00.00Z,0,False
75231129a,2013-01-11T00:00:00.00Z,0,False
7610470a,2013-01-11T00:00:00.00Z,0,False
77996690a,2013-01-11T00:00:00.00Z,0,False
78172611a,2013-01-11T00:00:00.00Z,0,True
79631717a,2013-01-11T00:00:00.00Z,0,True
80268498a,2013-01-11T00:00:00.00Z,0,False
81424340a,2013-01-11T00:00:00.00Z,0,False
82776402a,2013-01-11T00:00:00.00Z,0,False
83781739a,2013-01-11T00:00:00.00Z,0,False
84168260a,2013-01-11T00:00:00.00Z,0,True
85575392a,2013-01-11T00:00:00.00Z,0,True
86720824a,2013-01-11T00:00:00.00Z,0,True
87591914a,2013-01-11T00:00:00.00Z,0,True
88688148a,2013-01-11T00:00:00.00Z,0,True
89626329a,2013-01-11T00:00:00.00Z,0,True
9070141a,2013-01-11T00:00:00.00Z,0,True
91693725a,2013-01-11T00:00:00.00Z,0,True
92387001a,2013-01-11T00:00:00.00Z,0,True
93279009a,2013-01-11T00:00:00.00Z,0,True
9473146a,2013-01-11T00:00:00.00Z,0,True
9599073a,2013-01-11T00:00:00.00Z,0,False
96871720a,2013-01-15T00:00:00.00Z,1,False
97726181a,2013-01-15T00:00:00.00Z,1,True
98843612a,2013-01-15T00:00:00.00Z,1,True
99816414a,2013-01-15T00:00:00.00Z,1,True
100530194a,2013-01-15T00:00:00.00Z,1,True
101220598a,2013-01-15T00:00:00.00Z,1,False
102456153a,2013-01-15T00:00:00.00Z,1,False
103622215a,2013-01-15T00:00:00.00Z,1,True
104183295a,2013-01-15T00:00:00.00Z,1,True
105127507a,2013-01-15T00:00:00.00Z,1,False
106830323a,2013-01-15T00:00:00.00Z,1,False
107493206a,2013-01-15T00:00:00.00Z,1,False
108912607a,2013-01-15T00:00:00.00Z,1,True
109738431a,2013-01-15T00:00:00.00Z,1,True
110254966a,2013-01-15T00:00:00.00Z,1,False
111110480a,2013-01-15T00:00:00.00Z,1,False
112364613a,2013-01-15T00:00:00.00Z,1,True
113276107a,2013-01-15T00:00:00.00Z,1,True
114289384a,2013-01-15T00:00:00.00Z,1,False
11515798a,2013-01-15T00:00:00.00Z,1,False
116984286a,2013-01-15T00:00:00.00Z,1,False
117465224a,2013-01-15T00:00:00.00Z,1,True
118583347a,2013-01-15T00:00:00.00Z,1,False
119523562a,2013-01-15T00:00:00.00Z,1,False
12041583a,2013-01-15T00:00:00.00Z,1,True
121528214a,2013-01-15T00:00:00.00Z,1,True
122332390a,2013-01-15T00:00:00.00Z,1,False
123849107a,2013-01-15T00:00:00.00Z,1,False
124678018a,2013-01-15T00:00:00.00Z,1,True
125897112a,2013-01-15T00:00:00.00Z,1,False
126432717a,2013-01-15T00:00:00.00Z,1,False
127705046a,2013-01-15T00:00:00.00Z,1,False
12830559a,2013-01-16T00:00:00.00Z,1,True
129609165a,2013-01-16T00:00:00.00Z,1,False
130797860a,2013-01-16T00:00:00.00Z,1,True
131289435a,2013-01-16T00:00:00.00Z,1,True
132820085a,2013-01-16T00:00:00.00Z,1,True
133437244a,2013-01-16T00:00:00.00Z,1,False
134777908a,2013-01-16T00:00:00.00Z,1,False
135217715a,2013-01-16T00:00:00.00Z,1,True
136958571a,2013-01-16T00:00:00.00Z,1,True
137976578a,2013-01-16T00:00:00.00Z,1,True
138380400a,2013-01-16T00:00:00.00Z,1,True
139745243a,2013-01-16T00:00:00.00Z,1,False
140477422a,2013-01-16T00:00:00.00Z,1,False
141755885a,2013-01-16T00:00:00.00Z,1,True
142731360a,2013-01-16T00:00:00.00Z,1,True
143473938a,2013-01-16T00:00:00.00Z,1,True
144122374a,2013-01-16T00:00:00.00Z,1,False
145699080a,2013-01-16T00:00:00.00Z,1,False
146711365a,2013-01-16T00:00:00.00Z,1,False
147364575a,2013-01-16T00:00:00.00Z,1,False
148525140a,2013-01-16T00:00:00.00Z,1,False
149227452a,2013-01-16T00:00:00.00Z,1,True
15084310a,2013-01-16T00:00:00.00Z,1,True
151835139a,2013-01-16T00:00:00.00Z,1,True
152538049a,2013-01-16T00:00:00.00Z,1,False
153149637a,2013-01-16T00:00:00.00Z,1,False
154844540a,2013-01-16T00:00:00.00Z,1,False
155549903a,2013-01-16T00:00:00.00Z,1,False
156220426a,2013-01-16T00:00:00.00Z,1,False
157262071a,2013-01-16T00:00:00.00Z,1,False
158670271a,2013-01-16T00:00:00.00Z,1,True
159201863a,2013-01-16T00:00:00.00Z,1,True
160189931a,2013-01-17T00:00:00.00Z,0,True
161178160a,2013-01-17T00:00:00.00Z,0,True
162784132a,2013-01-17T00:00:00.00Z,0,True
163698351a,2013-01-17T00:00:00.00Z,0,True
164460968a,2013-01-17T00:00:00.00Z,0,False
165380149a,2013-01-17T00:00:00.00Z,0,True
166128577a,2013-01-17T00:00:00.00Z,0,False
167341295a,2013-01-17T00:00:00.00Z,0,False
168495164a,2013-01-17T00:00:00.00Z,0,False
169448863a,2013-01-17T00:00:00.00Z,0,False
170516007a,2013-01-17T00:00:00.00Z,0,False
1717926a,2013-01-17T00:00:00.00Z,0,False
172578163a,2013-01-17T00:00:00.00Z,0,True
173120498a,2013-01-17T00:00:00.00Z,0,True
174287560a,2013-01-17T00:00:00.00Z,0,False
175298187a,2013-01-17T00:00:00.00Z,0,True
176344548a,2013-01-17T00:00:00.00Z,0,True
177950886a,2013-01-17T00:00:00.00Z,0,False
178249613a,2013-01-17T00:00:00.00Z,0,False
179700553a,2013-01-17T00:00:00.00Z,0,True
180167469a,2013-01-17T00:00:00.00Z,0,False
18198005a,2013-01-17T00:00:00.00Z,0,False
182745289a,2013-01-17T00:00:00.00Z,0,True
183272835a,2013-01-17T00:00:00.00Z,0,True
184403022a,2013-01-17T00:00:00.00Z,0,True
185419046a,2013-01-17T00:00:00.00Z,0,True
186113904a,2013-01-17T00:00:00.00Z,0,True
187121925a,2013-01-17T00:00:00.00Z,0,False
188577771a,2013-01-17T00:00:00.00Z,0,False
189926918a,2013-01-17T00:00:00.00Z,0,False
190219546a,2013-01-17T00:00:00.00Z,0,False
191326271a,2013-01-17T00:00:00.00Z,0,True
192597a,2013-01-18T00:00:00.00Z,0,False
19338086a,2013-01-18T00:00:00.00Z,0,False
194657788a,2013-01-18T00:00:00.00Z,0,False
195284636a,2013-01-18T00:00:00.00Z,0,True
196454286a,2013-01-18T00:00:00.00Z,0,False
197638711a,2013-01-18T00:00:00.00Z,0,True
198263752a,2013-01-18T00:00:00.00Z,0,False
199775910a,2013-01-18T00:00:00.00Z,0,True
200495007a,2013-01-18T00:00:00.00Z,0,False
201733368a,2013-01-18T00:00:00.00Z,0,False
202507383a,2013-01-18T00:00:00.00Z,0,False
203105106a,2013-01-18T00:00:00.00Z,0,True
204253050a,2013-01-18T00:00:00.00Z,0,False
20561696a,2013-01-18T00:00:00.00Z,0,True
20643294a,2013-01-18T00:00:00.00Z,0,False
207569103a,2013-01-18T00:00:00.00Z,0,False
208170524a,2013-01-18T00:00:00.00Z,0,True
209758658a,2013-01-18T00:00:00.00Z,0,True
210780268a,2013-01-18T00:00:00.00Z,0,True
211834881a,2013-01-18T00:00:00.00Z,0,False
212388680a,2013-01-18T00:00:00.00Z,0,True
213253675a,2013-01-18T00:00:00.00Z,0,True
214378953a,2013-01-18T00:00:00.00Z,0,False
215937050a,2013-01-18T00:00:00.00Z,0,True
216741885a,2013-01-18T00:00:00.00Z,0,True
217819179a,2013-01-18T00:00:00.00Z,0,True
218364627a,2013-01-18T00:00:00.00Z,0,False
219704181a,2013-01-18T00:00:00.00Z,0,False
220293316a,2013-01-18T00:00:00.00Z,0,False
221464136a,2013-01-18T00:00:00.00Z,0,True
222549392a,2013-01-18T00:00:00.00Z,0,False
223836249a,2013-01-18T00:00:00.00Z,0,False
224475104a,2013-01-19T00:00:00.00Z,0,True
225126674a,2013-01-19T00:00:00.00Z,0,True
226907065a,2013-01-19T00:00:00.00Z,0,False
227349824a,2013-01-19T00:00:00.00Z,0,False
228339159a,2013-01-19T00:00:00.00Z,0,False
229175061a,2013-01-19T00:00:00.00Z,0,True
230139652a,2013-01-19T00:00:00.00Z,0,False
231249681a,2013-01-19T00:00:00.00Z,0,False
232972737a,2013-01-19T00:00:00.00Z,0,False
233525892a,2013-01-19T00:00:00.00Z,0,True
234857622a,2013-01-19T00:00:00.00Z,0,False
235210496a,2013-01-19T00:00:00.00Z,0,False
236370436a,2013-01-19T00:00:00.00Z,0,False
237547751a,2013-01-19T00:00:00.00Z,0,True
238711091a,2013-01-19T00:00:00.00Z,0,False
239404666a,2013-01-19T00:00:00.00Z,0,False
240682897a,2013-01-19T00:00:00.00Z,0,False
241326036a,2013-01-19T00:00:00.00Z,0,True
242398637a,2013-01-19T00:00:00.00Z,0,False
243589930a,2013-01-19T00:00:00.00Z,0,True
24411646a,2013-01-19T00:00:00.00Z,0,True
245333028a,2013-01-19T00:00:00.00Z,0,True
24623891a,2013-01-19T00:00:00.00Z,0,True
247668029a,2013-01-19T00:00:00.00Z,0,False
248833802a,2013-01-19T00:00:00.00Z,0,False
249903268a,2013-01-19T00:00:00.00Z,0,True
250946404a,2013-01-19T00:00:00.00Z,0,False
251976848a,2013-01-19T00:00:00.00Z,0,False
252924570a,2013-01-19T00:00:00.00Z,0,True
25356207a,2013-01-19T00:00:00.00Z,0,False
254285721a,2013-01-19T00:00:00.00Z,0,True
255585143a,2013-01-19T00:00:00.00Z,0,True
256221918a,2013-01-21T00:00:00.00Z,0,True
257846008a,2013-01-21T00:00:00.00Z,0,False
258850403a,2013-01-21T00:00:00.00Z,0,False
259409752a,2013-01-21T00:00:00.00Z,0,False
260246816a,2013-01-21T00:00:00.00Z,0,True
261453966a,2013-01-21T00:00:00.00Z,0,False
262512239a,2013-01-21T00:00:00.00Z,0,True
263606346a,2013-01-21T00:00:00.00Z,0,True
264190956a,2013-01-21T00:00:00.00Z,0,False
265415838a,2013-01-21T00:00:00.00Z,0,True
266361383a,2013-01-21T00:00:00.00Z,0,False
267600334a,2013-01-21T00:00:00.00Z,0,False
268242522a,2013-01-21T00:00:00.00Z,0,False
26912241a,2013-01-21T00:00:00.00Z,0,True
270516537a,2013-01-21T00:00:00.00Z,0,True
271409337a,2013-01-21T00:00:00.00Z,0,True
272903579a,2013-01-21T00:00:00.00Z,0,True
273256163a,2013-01-21T00:00:00.00Z,0,False
274718275a,2013-01-21T00:00:00.00Z,0,True
275337018a,2013-01-21T00:00:00.00Z,0,True
276690505a,2013-01-21T00:00:00.00Z,0,True
2778708a,2013-01-21T00:00:00.00Z,0,True
278158803a,2013-01-21T00:00:00.00Z,0,True
279972480a,2013-01-21T00:00:00.00Z,0,True
280729157a,2013-01-21T00:00:00.00Z,0,False
281297722a,2013-01-21T00:00:00.00Z,0,True
282242544a,2013-01-21T00:00:00.00Z,0,False
283986414a,2013-01-21T00:00:00.00Z,0,True
284375977a,2013-01-21T00:00:00.00Z,0,True
285688515a,2013-01-21T00:00:00.00Z,0,True
286920883a,2013-01-21T00:00:00.00Z,0,True
287612257a,2013-01-21T00:00:00.00Z,0,True
288394405a,2013-01-24T00:00:00.00Z,0,True
28983286a,2013-01-24T00:00:00.00Z,0,True
290423101a,2013-01-24T00:00:00.00Z,0,True
291913144a,2013-01-24T00:00:00.00Z,0,True
292800693a,2013-01-24T00:00:00.00Z,0,False
293154859a,2013-01-24T00:00:00.00Z,0,True
294685762a,2013-01-24T00:00:00.00Z,0,True
295119128a,2013-01-24T00:00:00.00Z,0,False
296384964a,2013-01-24T00:00:00.00Z,0,True
297318056a,2013-01-24T00:00:00.00Z,0,False
298169018a,2013-01-24T00:00:00.00Z,0,False
299397101a,2013-01-24T00:00:00.00Z,0,False
300859354a,2013-01-24T00:00:00.00Z,0,False
301444528a,2013-01-24T00:00:00.00Z,0,True
302469605a,2013-01-24T00:00:00.00Z,0,True
303540986a,2013-01-24T00:00:00.00Z,0,True
30413130a,2013-01-24T00:00:00.00Z,0,False
305257659a,2013-01-24T00:00:00.00Z,0,True
306757896a,2013-01-24T00:00:00.00Z,0,True
307301623a,2013-01-24T00:00:00.00Z,0,False
308638292a,2013-01-24T00:00:00.00Z,0,False
30911837a,2013-01-24T00:00:00.00Z,0,True
310127283a,2013-01-24T00:00:00.00Z,0,False
311133320a,2013-01-24T00:00:00.00Z,0,True
31275470a,2013-01-24T00:00:00.00Z,0,False
313582987a,2013-01-24T00:00:00.00Z,0,False
314195371a,2013-01-24T00:00:00.00Z,0,True
315218217a,2013-01-24T00:00:00.00Z,0,True
316131103a,2013-01-24T00:00:00.00Z,0,False
317616805a,2013-01-24T00:00:00.00Z,0,True
318794176a,2013-01-24T00:00:00.00Z,0,True
319979376a,2013-01-24T00:00:00.00Z,0,True
320502405a,2013-01-25T00:00:00.00Z,0,False
321679642a,2013-01-25T00:00:00.00Z,0,True
322950010a,2013-01-25T00:00:00.00Z,0,True
3235471a,2013-01-25T00:00:00.00Z,0,True
32475748a,2013-01-25T00:00:00.00Z,0,False
325576025a,2013-01-25T00:00:00.00Z,0,True
326508151a,2013-01-25T00:00:00.00Z,0,False
327729414a,2013-01-25T00:00:00.00Z,0,False
328833277a,2013-01-25T00:00:00.00Z,0,False
329522699a,2013-01-25T00:00:00.00Z,0,True
330757180a,2013-01-25T00:00:00.00Z,0,False
331820575a,2013-01-25T00:00:00.00Z,0,True
332304502a,2013-01-25T00:00:00.00Z,0,True
3332377a,2013-01-25T00:00:00.00Z,0,True
33417570a,2013-01-25T00:00:00.00Z,0,True
335287676a,2013-01-25T00:00:00.00Z,0,True
33685376a,2013-01-25T00:00:00.00Z,0,False
337255553a,2013-01-25T00:00:00.00Z,0,True
338912468a,2013-01-25T00:00:00.00Z,0,True
339655427a,2013-01-25T00:00:00.00Z,0,True
340698828a,2013-01-25T00:00:00.00Z,0,True
341727741a,2013-01-25T00:00:00.00Z,0,True
342468176a,2013-01-25T00:00:00.00Z,0,True
343794453a,2013-01-25T00:00:00.00Z,0,True
344368278a,2013-01-25T00:00:00.00Z,0,False
34561836a,2013-01-25T00:00:00.00Z,0,True
346789167a,2013-01-25T00:00:00.00Z,0,True
347341609a,2013-01-25T00:00:00.00Z,0,True
348731866a,2013-01-25T00:00:00.00Z,0,True
34995946a,2013-01-25T00:00:00.00Z,0,False
350238893a,2013-01-25T00:00:00.00Z,0,False
351365561a,2013-01-25T00:00:00.00Z,0,True
352823863a,2013-01-26T00:00:00.00Z,0,True
35350888a,2013-01-26T00:00:00.00Z,0,False
354479638a,2013-01-26T00:00:00.00Z,0,True
355696186a,2013-01-26T00:00:00.00Z,0,False
356620412a,2013-01-26T00:00:00.00Z,0,False
3577721a,2013-01-26T00:00:00.00Z,0,False
358498995a,2013-01-26T00:00:00.00Z,0,True
359969745a,2013-01-26T00:00:00.00Z,0,True
360981850a,2013-01-26T00:00:00.00Z,0,True
361272825a,2013-01-26T00:00:00.00Z,0,True
362804322a,2013-01-26T00:00:00.00Z,0,True
363963907a,2013-01-26T00:00:00.00Z,0,False
364918602a,2013-01-26T00:00:00.00Z,0,True
365912648a,2013-01-26T00:00:00.00Z,0,True
36610402a,2013-01-26T00:00:00.00Z,0,True
367218772a,2013-01-26T00:00:00.00Z,0,False
368821293a,2013-01-26T00:00:00.00Z,0,False
369341116a,2013-01-26T00:00:00.00Z,0,True
370183755a,2013-01-26T00:00:00.00Z,0,False
371280952a,2013-01-26T00:00:00.00Z,0,False
372688014a,2013-01-26T00:00:00.00Z,0,False
373131523a,2013-01-26T00:00:00.00Z,0,False
374820806a,2013-01-26T00:00:00.00Z,0,True
375429572a,2013-01-26T00:00:00.00Z,0,False
376255542a,2013-01-26T00:00:00.00Z,0,True
377794071a,2013-01-26T00:00:00.00Z,0,False
378164766a,2013-01-26T00:00:00.00Z,0,True
379492252a,2013-01-26T00:00:00.00Z,0,True
3808946a,2013-01-26T00:00:00.00Z,0,False
381237632a,2013-01-26T00:00:00.00Z,0,False
382878896a,2013-01-26T00:00:00.00Z,0,True
383800728a,2013-01-26T00:00:00.00Z,0,False
384339903a,2013-01-28T00:00:00.00Z,0,False
385710054a,2013-01-28T00:00:00.00Z,0,True
386291239a,2013-01-28T00:00:00.00Z,0,False
387670391a,2013-01-28T00:00:00.00Z,0,False
388218763a,2013-01-28T00:00:00.00Z,0,True
38917101a,2013-01-28T00:00:00.00Z,0,True
390991410a,2013-01-28T00:00:00.00Z,0,True
391350720a,2013-01-28T00:00:00.00Z,0,False
392185085a,2013-01-28T00:00:00.00Z,0,False
39385528a,2013-01-28T00:00:00.00Z,0,True
394377315a,2013-01-28T00:00:00.00Z,0,True
395220172a,2013-01-28T00:00:00.00Z,0,False
396537667a,2013-01-28T00:00:00.00Z,0,True
397792340a,2013-01-28T00:00:00.00Z,0,True
398726306a,2013-01-28T00:00:00.00Z,0,False
399787066a,2013-01-28T00:00:00.00Z,0,False
400365810a,2013-01-28T00:00:00.00Z,0,True
4015200a,2013-01-28T00:00:00.00Z,0,True
402544213a,2013-01-28T00:00:00.00Z,0,True
403912546a,2013-01-28T00:00:00.00Z,0,False
404840009a,2013-01-28T00:00:00.00Z,0,False
405881847a,2013-01-28T00:00:00.00Z,0,False
406162740a,2013-01-28T00:00:00.00Z,0,True
407833557a,2013-01-28T00:00:00.00Z,0,True
408764141a,2013-01-28T00:00:00.00Z,0,True
409666261a,2013-01-28T00:00:00.00Z,0,False
410247139a,2013-01-28T00:00:00.00Z,0,True
411386939a,2013-01-28T00:00:00.00Z,0,False
412875200a,2013-01-28T00:00:00.00Z,0,True
413930018a,2013-01-28T00:00:00.00Z,0,True
414132106a,2013-01-28T00:00:00.00Z,0,True
415786625a,2013-01-28T00:00:00.00Z,0,True
416763297a,2013-01-30T00:00:00.00Z,1,False
417688008a,2013-01-30T00:00:00.00Z,1,True
418891931a,2013-01-30T00:00:00.00Z,1,False
419741103a,2013-01-30T00:00:00.00Z,1,False
420892749a,2013-01-30T00:00:00.00Z,1,False
421671371a,2013-01-30T00:00:00.00Z,1,True
42241243a,2013-01-30T00:00:00.00Z,1,False
423204547a,2013-01-30T00:00:00.00Z,1,False
424278014a,2013-01-30T00:00:00.00Z,1,True
425516764a,2013-01-30T00:00:00.00Z,1,False
426865701a,2013-01-30T00:00:00.00Z,1,True
42765853a,2013-01-30T00:00:00.00Z,1,True
428372697a,2013-01-30T00:00:00.00Z,1,False
429555017a,2013-01-30T00:00:00.00Z,1,True
430613851a,2013-01-30T00:00:00.00Z,1,True
431329755a,2013-01-30T00:00:00.00Z,1,True
432677258a,2013-01-30T00:00:00.00Z,1,False
433114303a,2013-01-30T00:00:00.00Z,1,False
434468035a,2013-01-30T00:00:00.00Z,1,False
435792348a,2013-01-30T00:00:00.00Z,1,False
436898783a,2013-01-30T00:00:00.00Z,1,False
437891137a,2013-01-30T00:00:00.00Z,1,True
438996293a,2013-01-30T00:00:00.00Z,1,False
439111762a,2013-01-30T00:00:00.00Z,1,False
440535140a,2013-01-30T00:00:00.00Z,1,False
441248941a,2013-01-30T00:00:00.00Z,1,False
442838061a,2013-01-30T00:00:00.00Z,1,False
443676230a,2013-01-30T00:00:00.00Z,1,False
444660051a,2013-01-30T00:00:00.00Z,1,True
445133843a,2013-01-30T00:00:00.00Z,1,False
446972022a,2013-01-30T00:00:00.00Z,1,False
447309090a,2013-01-30T00:00:00.00Z,1,False
448728220a,2013-01-31T00:00:00.00Z,0,True
44949359a,2013-01-31T00:00:00.00Z,0,True
450449474a,2013-01-31T00:00:00.00Z,0,True
451604584a,2013-01-31T00:00:00.00Z,0,True
452408237a,2013-01-31T00:00:00.00Z,0,True
453205891a,2013-01-31T00:00:00.00Z,0,True
454570853a,2013-01-31T00:00:00.00Z,0,True
455968175a,2013-01-31T00:00:00.00Z,0,True
456581809a,2013-01-31T00:00:00.00Z,0,True
457444265a,2013-01-31T00:00:00.00Z,0,False
458151789a,2013-01-31T00:00:00.00Z,0,True
459261666a,2013-01-31T00:00:00.00Z,0,False
460565760a,2013-01-31T00:00:00.00Z,0,True
461887045a,2013-01-31T00:00:00.00Z,0,True
462871545a,2013-01-31T00:00:00.00Z,0,False
463360621a,2013-01-31T00:00:00.00Z,0,True
464717786a,2013-01-31T00:00:00.00Z,0,True
465791801a,2013-01-31T00:00:00.00Z,0,False
466599487a,2013-01-31T00:00:00.00Z,0,False
467839661a,2013-01-31T00:00:00.00Z,0,True
468221478a,2013-01-31T00:00:00.00Z,0,True
469794676a,2013-01-31T00:00:00.00Z,0,True
470664380a,2013-01-31T00:00:00.00Z,0,True
471682157a,2013-01-31T00:00:00.00Z,0,False
472952620a,2013-01-31T00:00:00.00Z,0,True
473803552a,2013-01-31T00:00:00.00Z,0,False
474420576a,2013-01-31T00:00:00.00Z,0,False
475530165a,2013-01-31T00:00:00.00Z,0,True
476338267a,2013-01-31T00:00:00.00Z,0,True
477228049a,2013-01-31T00:00:00.00Z,0,False
478998876a,2013-01-31T00:00:00.00Z,0,False
479694606a,2013-01-31T00:00:00.00Z,0,True
480112868a,2013-02-04T00:00:00.00Z,1,True
481686291a,2013-02-04T00:00:00.00Z,1,False
482523990a,2013-02-04T00:00:00.00Z,1,True
483505696a,2013-02-04T00:00:00.00Z,1,True
48453888a,2013-02-04T00:00:00.00Z,1,False
485165813a,2013-02-04T00:00:00.00Z,1,False
486515416a,2013-02-04T00:00:00.00Z,1,False
487952673a,2013-02-04T00:00:00.00Z,1,True
488599210a,2013-02-04T00:00:00.00Z,1,False
489670610a,2013-02-04T00:00:00.00Z,1,True
490742839a,2013-02-04T00:00:00.00Z,1,False
491469218a,2013-02-04T00:00:00.00Z,1,False
492847458a,2013-02-04T00:00:00.00Z,1,False
493763240a,2013-02-04T00:00:00.00Z,1,True
494492638a,2013-02-04T00:00:00.00Z,1,True
495174192a,2013-02-04T00:00:00.00Z,1,True
496533530a,2013-02-04T00:00:00.00Z,1,True
497523885a,2013-02-04T00:00:00.00Z,1,True
498326558a,2013-02-04T00:00:00.00Z,1,True
499475398a,2013-02-04T00:00:00.00Z,1,True
500961498a,2013-02-04T00:00:00.00Z,1,True
501573074a,2013-02-04T00:00:00.00Z,1,False
502379203a,2013-02-04T00:00:00.00Z,1,False
503502703a,2013-02-04T00:00:00.00Z,1,True
504222672a,2013-02-04T00:00:00.00Z,1,True
505276751a,2013-02-04T00:00:00.00Z,1,True
506102113a,2013-02-04T00:00:00.00Z,1,False
507963257a,2013-02-04T00:00:00.00Z,1,False
508106452a,2013-02-04T00:00:00.00Z,1,False
509514508a,2013-02-04T00:00:00.00Z,1,True
510279467a,2013-02-04T00:00:00.00Z,1,False
511727174a,2013-02-04T00:00:00.00Z,1,False
512681746a,2013-02-05T00:00:00.00Z,0,False
513678419a,2013-02-05T00:00:00.00Z,0,False
514813a,2013-02-05T00:00:00.00Z,0,True
515130700a,2013-02-05T00:00:00.00Z,0,True
516334648a,2013-02-05T00:00:00.00Z,0,True
51766328a,2013-02-05T00:00:00.00Z,0,True
518112584a,2013-02-05T00:00:00.00Z,0,False
519468164a,2013-02-05T00:00:00.00Z,0,True
520817561a,2013-02-05T00:00:00.00Z,0,True
521689203a,2013-02-05T00:00:00.00Z,0,False
522419558a,2013-02-05T00:00:00.00Z,0,False
523528168a,2013-02-05T00:00:00.00Z,0,True
524762607a,2013-02-05T00:00:00.00Z,0,True
525760329a,2013-02-05T00:00:00.00Z,0,False
526225685a,2013-02-05T00:00:00.00Z,0,False
527276728a,2013-02-05T00:00:00.00Z,0,False
528740903a,2013-02-05T00:00:00.00Z,0,True
529228163a,2013-02-05T00:00:00.00Z,0,False
530317924a,2013-02-05T00:00:00.00Z,0,True
531570762a,2013-02-05T00:00:00.00Z,0,True
532269899a,2013-02-05T00:00:00.00Z,0,False
533991593a,2013-02-05T00:00:00.00Z,0,True
534413008a,2013-02-05T00:00:00.00Z,0,True
53562842a,2013-02-05T00:00:00.00Z,0,False
536856043a,2013-02-05T00:00:00.00Z,0,False
